titulo,genero,duracion,tono,anio,calificacion
miss pettigrew lives for a day,Comedy,media,divertido,2008,7.0
frequently asked questions about time travel,Comedy,corta,divertido,2009,7.0
hors de prix,Comedy,media,divertido,2006,7.0
wedding crashers,Comedy,media,divertido,2005,7.0
harold & kumar go to white castle,Adventure,corta,neutral,2004,7.0
elf,Adventure,media,neutral,2003,7.0
old school,Comedy,corta,divertido,2003,7.0
meet the parents,Comedy,media,divertido,2000,7.0
american pie,Comedy,media,divertido,1999,7.0
austin powers: international man of mystery,Adventure,media,neutral,1997,7.0
happy gilmore,Comedy,media,divertido,1996,7.0
mighty aphrodite,Comedy,media,divertido,1995,7.0
mallrats,Comedy,media,divertido,1995,7.0
jumanji,Adventure,media,neutral,1995,7.0
les visiteurs,Comedy,media,divertido,1993,7.0
wayne's world,Comedy,media,divertido,1992,7.0
what about bob?,Comedy,media,divertido,1991,7.0
uncle buck,Comedy,media,divertido,1989,7.0
bull durham,Comedy,media,divertido,1988,7.0
pee-wee's big adventure,Adventure,media,neutral,1985,7.0
sixteen candles,Comedy,media,divertido,1984,7.0
funny face,Comedy,media,divertido,1957,7.0
fack ju göhte,Comedy,media,divertido,2013,6.9
everybody wants some!!,Comedy,media,divertido,2016,6.9
ted,Comedy,media,divertido,2012,6.9
paul,Adventure,media,neutral,2011,6.9
step brothers,Comedy,media,divertido,2008,6.9
knocked up,Comedy,larga,divertido,2007,6.9
the holiday,Comedy,larga,divertido,2006,6.9
grandma's boy,Comedy,media,divertido,2006,6.9
napoleon dynamite,Comedy,media,divertido,2004,6.9
the wedding singer,Comedy,media,divertido,1998,6.9
liar liar,Comedy,corta,divertido,1997,6.9
matilda,Comedy,media,divertido,1996,6.9
kingpin,Comedy,media,divertido,1996,6.9
clueless,Comedy,media,divertido,1995,6.9
ace ventura: pet detective,Comedy,corta,divertido,1994,6.9
hocus pocus,Comedy,media,divertido,1993,6.9
dave,Comedy,media,divertido,1993,6.9
uhf,Comedy,media,divertido,1989,6.9
bill & ted's excellent adventure,Adventure,media,neutral,1989,6.9
overboard,Comedy,media,divertido,1987,6.9
flight of the navigator,Adventure,media,neutral,1986,6.9
real genius,Comedy,media,divertido,1985,6.9
arthur,Comedy,media,divertido,1981,6.9
time bandits,Adventure,media,neutral,1981,6.9
nine to five,Comedy,media,divertido,1980,6.9
up in smoke,Comedy,corta,divertido,1978,6.9
bananas,Comedy,corta,divertido,1971,6.9
yesterday,Comedy,media,divertido,2019,6.8
always be my maybe,Comedy,media,divertido,2019,6.8
long shot,Comedy,larga,divertido,2019,6.8
warm bodies,Comedy,media,divertido,2013,6.8
the f word,Comedy,media,divertido,2013,6.8
bridesmaids,Comedy,larga,divertido,2011,6.8
yes man,Comedy,media,divertido,2008,6.8
walk hard: the dewey cox story,Comedy,media,divertido,2007,6.8
role models,Comedy,media,divertido,2008,6.8
tenacious d in the pick of destiny,Adventure,media,neutral,2006,6.8
a series of unfortunate events,Adventure,media,neutral,2004,6.8
bruce almighty,Comedy,media,divertido,2003,6.8
jay and silent bob strike back,Comedy,media,divertido,2001,6.8
serendipity,Comedy,media,divertido,2001,6.8
detroit rock city,Adventure,media,neutral,1999,6.8
addams family values,Comedy,media,divertido,1993,6.8
white men can't jump,Comedy,media,divertido,1992,6.8
hook,Adventure,larga,neutral,1991,6.8
the war of the roses,Comedy,media,divertido,1989,6.8
creepshow,Comedy,media,divertido,1982,6.8
stripes,Comedy,media,divertido,1981,6.8
good boys,Adventure,media,neutral,2019,6.7
in a world...,Comedy,media,divertido,2013,6.7
the inbetweeners movie,Comedy,media,divertido,2011,6.7
american reunion,Comedy,media,divertido,2012,6.7
l'arnacoeur,Comedy,media,divertido,2010,6.7
fresh,Comedy,media,divertido,2022,6.7
metal lords,Comedy,media,divertido,2022,6.7
trick 'r treat,Comedy,corta,divertido,2007,6.7
hot rod,Comedy,corta,divertido,2007,6.7
penelope,Comedy,media,divertido,2006,6.7
the hitchhiker's guide to the galaxy,Adventure,media,neutral,2005,6.7
charlie and the chocolate factory,Adventure,media,neutral,2005,6.7
dodgeball: a true underdog story,Comedy,media,divertido,2004,6.7
waiting...,Comedy,media,divertido,2005,6.7
everyone says i love you,Comedy,media,divertido,1996,6.7
four rooms,Comedy,media,divertido,1995,6.7
robin hood: men in tights,Adventure,media,neutral,1993,6.7
police academy,Comedy,media,divertido,1984,6.7
everything you always wanted to know about sex * but were afraid to ask,Comedy,corta,divertido,1972,6.7
mamma mia! here we go again,Comedy,media,divertido,2018,6.6
project x,Comedy,corta,divertido,2012,6.6
borat subsequent moviefilm: delivery of prodigious bribe to american regime for make benefit once glorious nation of kazakhstan,Comedy,media,divertido,2020,6.6
this is the end,Comedy,media,divertido,2013,6.6
the wedding ringer,Comedy,media,divertido,2015,6.6
run fatboy run,Comedy,media,divertido,2007,6.6
talladega nights: the ballad of ricky bobby,Comedy,media,divertido,2006,6.6
nanny mcphee,Comedy,media,divertido,2005,6.6
hitch,Comedy,media,divertido,2005,6.6
i heart huckabees,Comedy,media,divertido,2004,6.6
eurotrip,Comedy,media,divertido,2004,6.6
astérix & obélix: mission cléopâtre,Adventure,media,neutral,2002,6.6
the replacements,Comedy,media,divertido,2000,6.6
"me, myself & irene",Comedy,media,divertido,2000,6.6
drop dead gorgeous,Comedy,media,divertido,1999,6.6
grumpier old men,Comedy,media,divertido,1995,6.6
death becomes her,Comedy,media,divertido,1992,6.6
roxanne,Comedy,media,divertido,1987,6.6
*batteries not included,Comedy,media,divertido,1987,6.6
short circuit,Comedy,media,divertido,1986,6.6
back to school,Comedy,media,divertido,1986,6.6
weird science,Comedy,media,divertido,1985,6.6
revenge of the nerds,Comedy,media,divertido,1984,6.6
bad trip,Comedy,corta,divertido,2021,6.5
eurovision song contest: the story of fire saga,Comedy,larga,divertido,2020,6.5
a rainy day in new york,Comedy,media,divertido,2019,6.5
set it up,Comedy,media,divertido,2018,6.5
better watch out,Comedy,corta,divertido,2016,6.5
bad grandpa,Comedy,media,divertido,2013,6.5
diary of a wimpy kid: rodrick rules,Comedy,media,divertido,2011,6.5
friends with benefits,Comedy,media,divertido,2011,6.5
think like a man,Comedy,larga,divertido,2012,6.5
sex drive,Comedy,media,divertido,2008,6.5
blended,Comedy,media,divertido,2014,6.5
zack and miri make a porno,Comedy,media,divertido,2008,6.5
mamma mia!,Comedy,media,divertido,2008,6.5
music and lyrics,Comedy,media,divertido,2007,6.5
harold & kumar escape from guantanamo bay,Adventure,media,neutral,2008,6.5
slither,Comedy,media,divertido,2006,6.5
last holiday,Comedy,media,divertido,2006,6.5
idiocracy,Adventure,corta,neutral,2006,6.5
hollywood ending,Comedy,media,divertido,2002,6.5
wet hot american summer,Comedy,media,divertido,2001,6.5
road trip,Comedy,media,divertido,2000,6.5
zoolander,Comedy,media,divertido,2001,6.5
baseketball,Comedy,media,divertido,1998,6.5
bowfinger,Comedy,media,divertido,1999,6.5
can't hardly wait,Comedy,media,divertido,1998,6.5
mouse hunt,Comedy,media,divertido,1997,6.5
bean,Adventure,corta,neutral,1997,6.5
sister act,Comedy,media,divertido,1992,6.5
father of the bride,Comedy,media,divertido,1991,6.5
arachnophobia,Comedy,media,divertido,1990,6.5
the great outdoors,Comedy,media,divertido,1988,6.5
the witches of eastwick,Comedy,media,divertido,1987,6.5
the secret of my success,Comedy,media,divertido,1987,6.5
bad taste,Comedy,media,divertido,1987,6.5
brewster's millions,Comedy,media,divertido,1985,6.5
when we first met,Comedy,media,divertido,2018,6.4
the inbetweeners 2,Comedy,media,divertido,2014,6.4
pitch perfect 2,Comedy,media,divertido,2015,6.4
top five,Comedy,media,divertido,2014,6.4
the duff,Comedy,media,divertido,2015,6.4
the dictator,Comedy,corta,divertido,2012,6.4
just go with it,Comedy,media,divertido,2011,6.4
fright night,Comedy,media,divertido,2011,6.4
the hangover part ii,Comedy,media,divertido,2011,6.4
hot tub time machine,Comedy,media,divertido,2010,6.4
leap year,Comedy,media,divertido,2010,6.4
the ugly truth,Comedy,media,divertido,2009,6.4
she's out of my league,Comedy,media,divertido,2010,6.4
be kind rewind,Comedy,media,divertido,2008,6.4
night at the museum,Adventure,media,neutral,2006,6.4
severance,Comedy,media,divertido,2006,6.4
mr. bean's holiday,Comedy,media,divertido,2007,6.4
accepted,Comedy,media,divertido,2006,6.4
national lampoon's van wilder,Comedy,media,divertido,2002,6.4
american pie 2,Comedy,media,divertido,2001,6.4
how to lose a guy in 10 days,Comedy,media,divertido,2003,6.4
legally blonde,Comedy,media,divertido,2001,6.4
what women want,Comedy,larga,divertido,2000,6.4
a midsummer night's dream,Comedy,media,divertido,1999,6.4
dirty work,Comedy,corta,divertido,1998,6.4
in & out,Comedy,media,divertido,1997,6.4
mars attacks!,Comedy,media,divertido,1996,6.4
the first wives club,Comedy,media,divertido,1996,6.4
little giants,Comedy,media,divertido,1994,6.4
so i married an axe murderer,Comedy,media,divertido,1993,6.4
gremlins 2: the new batch,Comedy,media,divertido,1990,6.4
cry-baby,Comedy,corta,divertido,1990,6.4
"honey, i shrunk the kids",Adventure,media,neutral,1989,6.4
the money pit,Comedy,media,divertido,1986,6.4
spies like us,Adventure,media,neutral,1985,6.4
the man with two brains,Comedy,media,divertido,1983,6.4
kate & leopold,Comedy,media,divertido,2001,6.4
el bar,Adventure,media,neutral,2017,6.3
the babysitter,Comedy,corta,divertido,2017,6.3
the night before,Comedy,media,divertido,2015,6.3
ted 2,Comedy,media,divertido,2015,6.3
the internship,Comedy,media,divertido,2013,6.3
two night stand,Comedy,corta,divertido,2014,6.3
diary of a wimpy kid: dog days,Comedy,media,divertido,2012,6.3
neighbors,Comedy,media,divertido,2014,6.3
to rome with love,Comedy,media,divertido,2012,6.3
john dies at the end,Comedy,media,divertido,2012,6.3
the change-up,Comedy,media,divertido,2011,6.3
cedar rapids,Comedy,corta,divertido,2011,6.3
do revenge,Comedy,media,divertido,2022,6.3
going the distance,Comedy,media,divertido,2010,6.3
død snø,Comedy,media,divertido,2009,6.3
anchorman 2: the legend continues,Comedy,media,divertido,2013,6.3
get him to the greek,Comedy,media,divertido,2010,6.3
the rebound,Comedy,media,divertido,2009,6.3
freaky,Comedy,media,divertido,2020,6.3
love hard,Comedy,media,divertido,2021,6.3
the invention of lying,Comedy,media,divertido,2009,6.3
goosebumps,Adventure,media,neutral,2015,6.3
she's the man,Comedy,media,divertido,2006,6.3
blades of glory,Comedy,media,divertido,2007,6.3
charlotte's web,Adventure,media,neutral,2006,6.3
wimbledon,Comedy,media,divertido,2004,6.3
american wedding,Comedy,media,divertido,2003,6.3
ella enchanted,Comedy,media,divertido,2004,6.3
freaky friday,Comedy,media,divertido,2003,6.3
anything else,Comedy,media,divertido,2003,6.3
down with love,Comedy,media,divertido,2003,6.3
meet the fockers,Comedy,media,divertido,2004,6.3
the princess diaries,Comedy,media,divertido,2001,6.3
romy and michele's high school reunion,Comedy,media,divertido,1997,6.3
the truth about cats & dogs,Comedy,media,divertido,1996,6.3
billy madison,Comedy,corta,divertido,1995,6.3
the little rascals,Comedy,corta,divertido,1994,6.3
don't tell mom the babysitter's dead,Comedy,media,divertido,1991,6.3
bill & ted's bogus journey,Adventure,media,neutral,1991,6.3
cat's eye,Comedy,media,divertido,1985,6.3
splash,Comedy,media,divertido,1983,6.3
bachelor party,Comedy,media,divertido,1984,6.3
bad moms,Comedy,media,divertido,2016,6.2
why him?,Comedy,media,divertido,2016,6.2
night at the museum: secret of the tomb,Adventure,media,neutral,2014,6.2
chalet girl,Comedy,media,divertido,2011,6.2
no strings attached,Comedy,media,divertido,2011,6.2
a very harold & kumar 3d christmas,Adventure,media,neutral,2011,6.2
the men who stare at goats,Comedy,media,divertido,2009,6.2
dark shadows,Comedy,media,divertido,2012,6.2
the big year,Comedy,media,divertido,2011,6.2
the rocker,Comedy,media,divertido,2008,6.2
beerfest,Comedy,media,divertido,2006,6.2
it's a boy girl thing,Comedy,media,divertido,2006,6.2
mr. magorium's wonder emporium,Comedy,media,divertido,2007,6.2
just friends,Comedy,media,divertido,2005,6.2
13 going on 30,Comedy,media,divertido,2004,6.2
anger management,Comedy,media,divertido,2003,6.2
ali g indahouse,Comedy,corta,divertido,2002,6.2
how high,Comedy,media,divertido,2001,6.2
sweet home alabama,Comedy,media,divertido,2002,6.2
scary movie,Comedy,corta,divertido,2000,6.2
how the grinch stole christmas,Comedy,media,divertido,2000,6.2
idle hands,Comedy,media,divertido,1999,6.2
a night at the roxbury,Comedy,corta,divertido,1998,6.2
black sheep,Comedy,corta,divertido,1996,6.2
major payne,Adventure,media,neutral,1995,6.2
i.q.,Comedy,media,divertido,1994,6.2
angels in the outfield,Comedy,media,divertido,1994,6.2
wayne's world 2,Comedy,media,divertido,1993,6.2
killer klowns from outer space,Comedy,corta,divertido,1988,6.2
national lampoon's european vacation,Adventure,media,neutral,1985,6.2
the adventures of buckaroo banzai across the 8th dimension,Adventure,media,neutral,1984,6.2
porky's,Comedy,media,divertido,1981,6.2
private benjamin,Comedy,media,divertido,1980,6.2
holidate,Comedy,media,divertido,2020,6.1
between two ferns: the movie,Comedy,corta,divertido,2019,6.1
that awkward moment,Comedy,media,divertido,2014,6.1
